PSP#,DA#,DSP#,CollectDate,SubmitDate,County,Waterbody,Org,Cert#,SiteName,Subsite,SiteID,MonitoringType,SampleType,ShellShucked,FreshFrozen,Species,ReceiveDate,PSPTissue,PSP Result,PSP Date,DomoicTissue,Domoic Result,Domoic Date,DSPTissue,DSP Result,DSP Date
200602861,200601175,,12/18/06,12/20/06,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,12/20/06,Meat,NTD,12/20/06,Meat,1,12/21/06,,,
200602860,200601174,,12/18/06,12/20/06,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,12/20/06,Meat,NTD,12/20/06,Meat,2,12/21/06,,,
200602899,200601201,,12/27/06,12/28/06,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,12/29/06,Whole,NTD,12/29/06,Whole,NTD,1/4/07,,,
200602890,,,12/27/06,12/27/06,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,12/28/06,Whole,NTD,12/28/06,,,,,,
200602898,200601200,,12/28/06,12/28/06,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,12/29/06,Whole,NTD,12/29/06,Whole,NTD,1/4/07,,,
200700056,200700034,,12/31/06,1/1/00,Pacific,Pacific County Coast,County Health,CH,Long Beach,,PAPO001,Other,Illness,Shucked,Frozen,Razor Clam,1/11/07,Meat,NTD,1/11/07,Meat,1,1/12/07,,,
200600131,200600084,,12/31/06,1/1/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Other,Research,In Shell,Frozen,Razor Clam,2/1/06,,NoTest,2/1/06,Meat,1,2/3/06,,,
200700055,200700033,,1/1/07,,Pacific,Willapa Bay,County Health,CH,Willapa Bay,,PAWB000,Other,Illness,In Shell,Fresh,Pacific Oyster,1/11/07,Whole,NTD,1/11/07,Whole,NTD,1/12/07,,,
200700030,200700017,,1/2/07,1/3/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,1/5/07,Meat,NTD,1/5/07,Meat,1,1/9/07,,,
200700043,200700024,,1/8/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,1/9/07,Whole,NTD,1/9/07,Whole,NTD,1/12/07,,,
200700047,,,1/9/07,1/9/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,1/10/07,Whole,NTD,1/10/07,,,,,,
200700059,200700036,,1/10/07,1/11/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,1/12/07,Whole,NTD,1/12/07,Whole,NTD,1/18/07,,,
200700064,200700037,,1/15/07,1/15/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,1/16/07,Meat,NTD,1/16/07,Meat,1,1/17/07,,,
200700123,200700062,,1/23/07,1/24/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,1/25/07,Whole,NTD,1/25/07,Whole,NTD,1/29/07,,,
200700114,,,1/23/07,1/23/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,1/24/07,Whole,NTD,1/24/07,,,,,,
200700125,200700064,,1/24/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,1/25/07,Whole,NTD,1/25/07,Whole,NTD,1/29/07,,,
200700152,200700075,,1/28/07,1/29/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,1/30/07,,NoTest,1/30/07,Meat,4,1/31/07,,,
200700148,200700071,,1/28/07,1/29/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,1/30/07,,NoTest,1/30/07,Meat,4,1/31/07,,,
200700183,200700092,,2/3/07,2/5/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,2/6/07,Meat,NTD,2/6/07,Meat,4,2/7/07,,,
200700182,200700091,,2/3/07,2/5/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,2/6/07,Meat,NTD,2/6/07,Meat,4,2/7/07,,,
200700201,200700103,,2/5/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,2/7/07,Whole,NTD,2/7/07,Whole,NTD,2/9/07,,,
200700207,200700108,,2/6/07,2/7/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,2/8/07,Whole,NTD,2/8/07,Whole,NTD,2/14/07,,,
200700199,,,2/6/07,2/6/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,2/7/07,Whole,NTD,2/7/07,,,,,,
200700278,200700145,,2/20/07,2/21/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,2/22/07,Whole,NTD,2/22/07,Whole,NTD,2/26/07,,,
200700277,200700144,,2/21/07,1/1/00,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,2/22/07,Whole,NTD,2/22/07,Whole,NTD,2/26/07,,,
200700317,200700165,,2/28/07,3/1/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,3/2/07,,NoTest,3/2/07,Meat,4,3/2/07,,,
200700316,200700164,,2/28/07,3/1/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,3/2/07,,NoTest,3/2/07,Meat,4,3/2/07,,,
200700348,200700187,,3/5/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,3/6/07,Whole,NTD,3/6/07,Whole,NTD,3/7/07,,,
200700373,200700205,,3/6/07,3/7/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,Blue Mussel,3/8/07,Whole,NTD,3/8/07,Whole,NTD,3/9/07,,,
200700364,,,3/6/07,3/6/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,3/7/07,Whole,NTD,3/7/07,,,,,,
200700378,200700210,,3/7/07,3/8/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,3/9/07,Meat,NTD,3/9/07,Meat,4,3/12/07,,,
200700380,200700212,,3/8/07,3/8/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,3/9/07,Meat,NTD,3/9/07,Meat,3,3/12/07,,,
200700459,,,3/20/07,3/20/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,3/21/07,Whole,NTD,3/21/07,,,,,,
200700490,200700268,,3/21/07,3/22/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,3/23/07,Whole,NTD,3/23/07,Whole,NTD,3/28/07,,,
200700489,200700267,,3/22/07,3/22/07,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,3/23/07,Whole,NTD,3/23/07,Whole,NTD,3/28/07,,,
200700557,200700296,,4/2/07,4/3/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,4/4/07,Whole,NTD,4/4/07,Whole,NTD,4/5/07,,,
200700544,200700292,,4/2/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,4/3/07,Whole,NTD,4/3/07,Whole,NTD,4/4/07,,,
200700541,,,4/2/07,4/2/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,4/3/07,Whole,NTD,4/3/07,,,,,,
200700565,200700303,,4/3/07,4/4/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/5/07,,NoTest,4/5/07,Meat,4,4/6/07,,,
200700563,200700301,,4/4/07,4/4/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/5/07,,NoTest,4/5/07,Meat,3,4/6/07,,,
200700625,200700334,,4/12/07,4/13/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/13/07,Meat,NTD,4/13/07,Meat,3,4/16/07,,,
200700624,200700333,,4/12/07,4/13/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/13/07,Meat,NTD,4/13/07,Meat,3,4/16/07,,,
200700679,200700358,,4/17/07,4/18/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,4/19/07,Whole,NTD,4/19/07,Whole,NTD,4/20/07,,,
200700690,200700363,,4/19/07,4/19/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/20/07,Meat,NTD,4/20/07,Meat,3,4/23/07,,,
200700689,200700362,,4/19/07,4/19/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/20/07,Meat,NTD,4/20/07,Meat,4,4/23/07,,,
200700728,200700383,,4/23/07,4/25/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,# 7,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,4/25/07,Meat,NTD,4/25/07,Meat,4,4/26/07,,,
200700727,200700382,,4/23/07,4/25/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,# 2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,4/25/07,Meat,NTD,4/25/07,Meat,5,4/26/07,,,
200700726,200700381,,4/23/07,4/25/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,# 1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,4/25/07,Meat,NTD,4/25/07,Meat,4,4/26/07,,,
200700709,200700371,,4/23/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,4/24/07,Whole,NTD,4/24/07,Whole,NTD,4/25/07,,,
200700742,200700390,,4/26/07,4/27/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/27/07,Meat,NTD,4/27/07,Meat,3,4/30/07,,,
200700741,200700389,,4/26/07,4/27/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,4/27/07,Meat,NTD,4/27/07,Meat,3,4/30/07,,,
200700759,200700396,,4/30/07,4/30/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,# 3,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/1/07,Meat,NTD,5/1/07,Meat,5,5/2/07,,,
200700758,200700395,,4/30/07,4/30/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,# 2,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/1/07,Meat,NTD,5/1/07,Meat,5,5/2/07,,,
200700757,200700394,,4/30/07,4/30/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,# 1,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/1/07,Meat,NTD,5/1/07,Meat,4,5/2/07,,,
200700788,200700408,,5/1/07,5/2/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,5/3/07,Whole,NTD,5/3/07,Whole,NTD,5/4/07,,,
200700825,200700423,,5/4/07,5/4/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,5/7/07,,NoTest,5/7/07,Meat,4,5/7/07,,,
200700824,200700422,,5/4/07,5/4/07,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,5/7/07,,NoTest,5/7/07,Meat,3,5/7/07,,,
200700835,200700426,,5/7/07,5/7/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/8/07,,NoTest,5/8/07,Meat,4,5/9/07,,,
200700867,200700445,,5/8/07,5/8/07,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,5/10/07,Whole,NTD,5/10/07,Whole,NTD,5/11/07,,,
200700862,200700441,,5/8/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,5/9/07,Whole,NTD,5/9/07,Whole,NTD,5/10/07,,,
200700859,,,5/8/07,5/8/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Oysterville Area,,PAWB003,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,5/9/07,Whole,NTD,5/9/07,,,,,,
200700922,200700467,,5/14/07,5/15/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,5/16/07,Whole,NTD,5/16/07,Whole,NTD,5/17/07,,,
200700921,200700466,,5/15/07,5/15/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/16/07,,NoTest,5/16/07,Meat,4,5/17/07,,,
200700976,200700480,,5/21/07,1/1/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,5/22/07,Meat,NTD,5/22/07,Meat,3,5/23/07,,,
200700975,200700479,,5/21/07,1/1/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,5/22/07,Meat,NTD,5/22/07,Meat,3,5/23/07,,,
200700983,,,5/21/07,5/21/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Tokeland Area,,PAWB004,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,5/22/07,Whole,NTD,5/22/07,,,,,,
200701021,200700496,,5/22/07,5/22/07,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,5/24/07,Whole,NTD,5/24/07,Whole,NTD,5/25/07,,,
200701008,200700490,,5/22/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,5/23/07,Whole,NTD,5/23/07,Whole,NTD,5/24/07,,,
200701043,200700507,,5/23/07,5/24/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,5/25/07,Meat,NTD,5/25/07,Meat,5,5/29/07,,,
200701096,200700530,,5/29/07,1/1/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,5/31/07,,NoTest,5/31/07,Meat,3,6/4/07,,,
200701095,200700529,,5/29/07,1/1/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,5/31/07,,NoTest,5/31/07,Meat,3,6/4/07,,,
200701110,200700533,,5/29/07,5/30/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,5/31/07,Whole,NTD,5/31/07,Whole,NTD,6/4/07,,,
200701131,200700540,,5/31/07,5/31/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/1/07,,NoTest,6/1/07,Meat,5,6/4/07,,,
200701179,,,6/4/07,6/4/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Tokeland Area,,PAWB004,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,6/5/07,Whole,NTD,6/5/07,,,,,,
200701177,200700562,,6/4/07,1/1/00,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,6/5/07,Whole,NTD,6/5/07,Whole,NTD,6/7/07,,,
200701220,200700579,,6/6/07,6/7/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/8/07,,NoTest,6/8/07,Meat,5,6/11/07,,,
200701258,200700591,,6/11/07,6/11/07,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,6/13/07,Whole,NTD,6/13/07,Whole,NTD,6/14/07,,,
200701251,,,6/11/07,6/11/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Oysterville Area,,PAWB003,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,6/12/07,Whole,NTD,6/12/07,,,,,,
200701256,200700590,,6/12/07,,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,6/13/07,,NoTest,6/13/07,Meat,4,6/14/07,,,
200701255,200700589,,6/12/07,,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,6/13/07,,NoTest,6/13/07,Meat,3,6/14/07,,,
200701300,200700594,,6/13/07,6/14/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,6/15/07,Whole,NTD,6/15/07,Whole,NTD,6/19/07,,,
200701302,200700595,,6/14/07,6/14/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/15/07,,NoTest,6/15/07,Meat,3,6/19/07,,,
200701322,200700603,,6/18/07,,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Supplemental,Sport,In Shell,Fresh,Razor Clam,6/19/07,,NoTest,6/19/07,Meat,4,6/20/07,,,
200701321,200700602,,6/18/07,,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Supplemental,Sport,In Shell,Fresh,Razor Clam,6/19/07,,NoTest,6/19/07,Meat,4,6/20/07,,,
200701329,,,6/18/07,6/18/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Tokeland Area,,PAWB004,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,6/19/07,Whole,NTD,6/19/07,,,,,,
200701359,200700621,,6/19/07,,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,6/21/07,Whole,NTD,6/21/07,Whole,NTD,6/22/07,,,
200701356,200700619,,6/19/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,6/20/07,Whole,<38,6/20/07,Whole,NTD,6/21/07,,,
200701381,200700633,,6/20/07,6/21/07,Pacific,Willapa Bay,Department of Fish & Wildlife,WDF,Willapa Spits,,PAWB007,Monitoring,Commercial,In Shell,Fresh,Razor Clam,6/22/07,Meat,NTD,6/22/07,Meat,1,6/26/07,,,
200701442,200700662,,6/26/07,6/27/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,6/28/07,Whole,NTD,6/28/07,Whole,NTD,7/2/07,,,
200701433,200700659,,6/26/07,6/26/07,Pacific,Willapa Bay,Department of Health,DOH,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,Blue Mussel,6/28/07,Whole,53,6/28/07,Whole,NTD,7/2/07,,,
200701549,200700716,,7/2/07,,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,7/6/07,,NoTest,7/6/07,Meat,<1,7/9/07,,,
200701501,,,7/2/07,7/2/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Nahcotta Area,,PAWB002,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,7/3/07,Whole,NTD,7/3/07,,,,,,
200701548,200700715,,7/3/07,,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,7/6/07,,NoTest,7/6/07,Meat,1,7/9/07,,,
200701555,200700719,,7/3/07,7/3/07,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,7/6/07,Whole,NTD,7/6/07,Whole,NTD,7/9/07,,,
200701594,200700736,,7/9/07,7/9/07,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,7/11/07,Whole,NTD,7/11/07,Whole,NTD,7/16/07,,,
200701611,200700743,,7/10/07,7/11/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,7/12/07,Whole,NTD,7/12/07,Whole,NTD,7/13/07,,,
200701656,200700758,,7/16/07,,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,7/17/07,,NoTest,7/17/07,Meat,<1,7/18/07,,,
200701655,200700757,,7/16/07,,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,7/17/07,,NoTest,7/17/07,Meat,1,7/18/07,,,
200701688,200700772,,7/17/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,7/18/07,Whole,NTD,7/18/07,Whole,NTD,7/19/07,,,
200701749,200700801,,7/23/07,7/23/07,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,7/25/07,Whole,NTD,7/25/07,Whole,NTD,7/27/07,,,
200701759,200700803,,7/24/07,7/25/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,7/26/07,Whole,NTD,7/26/07,Whole,NTD,7/27/07,,,
200701800,200700813,,7/30/07,,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,7/30/07,,NoTest,7/31/07,Meat,1,8/1/07,,,
200701799,200700812,,7/30/07,,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Long Beach Reserve,,PAPO003,Monitoring,Sport,In Shell,Fresh,Razor Clam,7/30/07,,NoTest,7/31/07,Meat,1,8/1/07,,,
200701810,,,7/30/07,7/30/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Bruceport Area,,PAWB006,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,7/31/07,Whole,NTD,7/31/07,,,,,,
200701843,200700829,,7/31/07,,Pacific,Willapa Bay,Shoalwater Bay Tribe,SHOAL,Tokeland Marina,,PAWB008,Monitoring,Program,In Shell,Fresh,California Mussel,8/1/07,Whole,NTD,8/1/07,Whole,NTD,8/2/07,,,
200701894,200700848,,8/6/07,8/6/07,Pacific,Willapa Bay,Taylor Shellfish Company,46,Nahcotta Area,,PAWB002,Monitoring,Program,In Shell,Fresh,California Mussel,8/8/07,Whole,NTD,8/8/07,Whole,NTD,8/9/07,,,
200701884,,,8/6/07,8/6/07,Pacific,Willapa Bay,Coast Seafoods Company,6,Nahcotta Area,,PAWB002,Monitoring,Commercial,Shucked,Fresh,Pacific Oyster,8/7/07,Whole,NTD,8/7/07,,,,,,
200701909,200700852,,8/7/07,8/8/07,Pacific,Willapa Bay,Pacific County Health Department,PAHD,Bay Center Dock,,PAWB010,Monitoring,Program,In Shell,Fresh,California Mussel,8/9/07,Whole,NTD,8/9/07,Whole,NTD,8/10/07,,,
200701968,200700876,,8/13/07,1/1/00,Pacific,Pacific County Coast,Department of Fish & Wildlife,WDF,Twin Harbors Area CL,,PAPOCL9,Monitoring,Sport,In Shell,Fresh,Razor Clam,8/14/07,,NoTest,8/14/07,Meat,NTD,8/16/07,,,
